,region,value,device_type
11936,GA,37.0,ios
11937,GA,56.0,android
11938,GA,38.0,ios
11981,UT,5.0,android
11982,UT,0.0,ios
11983,UT,4.0,android
11984,UT,0.0,ios
11985,UT,5.0,android
11986,UT,4.0,ios
12062,UT,,
12085,UT,45.0,android
12086,UT,22.0,ios
12087,UT,30.0,android
12088,UT,25.0,ios
12089,UT,20.0,android
12090,UT,28.0,ios
12164,UT,11.0,android
12165,UT,21.0,ios
12166,UT,31.0,android
12167,UT,22.0,ios
12168,UT,15.0,android
12169,UT,22.0,ios
12221,UT,57.0,android
12222,UT,47.0,ios
12223,UT,72.0,android
12224,UT,54.0,ios
12225,UT,47.0,android
12226,UT,39.0,ios
12267,UT,17.0,android
12268,UT,10.0,ios
12269,UT,12.0,android
12270,UT,14.0,ios
12271,UT,5.0,android
12272,UT,16.0,ios
12311,UT,4.0,android
12312,UT,4.0,ios
12313,UT,6.0,android
12314,UT,4.0,ios
12315,UT,0.0,android
12316,UT,4.0,ios
12459,UT,12.0,android
12460,UT,10.0,ios
12461,UT,16.0,android
12462,UT,11.0,ios
12463,UT,9.0,android
12464,UT,9.0,ios
12529,UT,14.0,android
12530,UT,27.0,ios
12531,UT,4.0,android
12532,UT,20.0,ios
12533,UT,6.0,android
12534,UT,23.0,ios
12588,UT,35.0,android
12589,UT,30.0,ios
12590,UT,26.0,android
12591,UT,24.0,ios
12592,UT,32.0,android
12593,UT,30.0,ios
12637,GA,116.0,android
12638,GA,242.0,ios
12639,GA,72.0,android
12640,GA,220.0,ios
12641,GA,67.0,android
12642,GA,225.0,ios
12828,UT,33.0,android
12829,UT,16.0,ios
12830,UT,29.0,android
12831,UT,17.0,ios
12832,UT,27.0,android
12833,UT,27.0,ios
12860,UT,9.0,android
12861,UT,14.0,ios
12862,UT,9.0,android
12863,UT,11.0,ios
12864,UT,22.0,android
12865,UT,31.0,ios
12884,UT,47.0,android
12885,UT,32.0,ios
12886,UT,53.0,android
12887,UT,38.0,ios
12888,UT,38.0,android
12889,UT,22.0,ios
12893,UT,19.0,android
12894,UT,34.0,ios
12895,UT,25.0,android
12896,UT,25.0,ios
12897,UT,20.0,android
12898,UT,21.0,ios
12911,UT,,
13149,UT,19.0,android
13150,UT,4.0,ios
13151,UT,19.0,android
13152,UT,4.0,ios
13153,UT,9.0,android
13154,UT,4.0,ios
13155,UT,10.0,android
13156,UT,17.0,ios
13157,UT,5.0,android
13158,UT,22.0,ios
13159,UT,4.0,android
13160,UT,27.0,ios
13210,UT,23.0,android
13211,UT,12.0,ios
13212,UT,30.0,android
13213,UT,26.0,ios
13214,UT,31.0,android
13215,UT,18.0,ios
13425,UT,4.0,android
13426,UT,4.0,ios
13427,UT,4.0,android
13428,UT,0.0,ios
13429,UT,0.0,android
13430,UT,0.0,ios
13449,UT,0.0,android
13450,UT,0.0,ios
13451,UT,32.0,android
13452,UT,13.0,ios
13453,UT,16.0,android
13454,UT,21.0,ios
13455,UT,25.0,android
13456,UT,13.0,ios
13469,UT,33.0,android
13470,UT,34.0,ios
13471,UT,34.0,android
13472,UT,32.0,ios
13473,UT,35.0,android
13474,UT,39.0,ios
13529,GA,29.0,android
13530,GA,36.0,ios
13531,GA,20.0,android
13532,GA,27.0,ios
13533,GA,23.0,android
13534,GA,31.0,ios
13616,UT,23.0,android
13617,UT,19.0,ios
13618,UT,16.0,android
13619,UT,4.0,ios
13620,UT,11.0,android
13621,UT,9.0,ios
13646,UT,42.0,android
13647,UT,21.0,ios
13648,UT,44.0,android
13649,UT,25.0,ios
13650,UT,41.0,android
13651,UT,35.0,ios
13664,UT,18.0,android
13665,UT,16.0,ios
13666,UT,10.0,android
13667,UT,9.0,ios
13668,UT,16.0,android
13669,UT,7.0,ios
13683,UT,33.0,android
13684,UT,8.0,ios
13685,UT,34.0,android
13686,UT,4.0,ios
13687,UT,30.0,android
13688,UT,6.0,ios
13701,UT,44.0,android
13702,UT,33.0,ios
13703,UT,43.0,android
13704,UT,19.0,ios
13705,UT,31.0,android
13706,UT,19.0,ios
13793,UT,16.0,android
13794,UT,18.0,ios
13795,UT,13.0,android
13796,UT,24.0,ios
13797,UT,17.0,android
13798,UT,29.0,ios
13799,UT,5.0,android
13800,UT,5.0,ios
13829,UT,27.0,android
13830,UT,19.0,ios
13831,UT,32.0,android
13832,UT,21.0,ios
13833,UT,36.0,android
13834,UT,25.0,ios
13839,UT,26.0,android
13840,UT,29.0,ios
13841,UT,26.0,android
13842,UT,27.0,ios
13843,UT,23.0,android
13844,UT,32.0,ios
13945,UT,7.0,android
13946,UT,4.0,ios
13947,UT,5.0,android
13948,UT,4.0,ios
13949,UT,7.0,android
13950,UT,4.0,ios
14142,UT,11.0,android
14143,UT,0.0,ios
14144,UT,16.0,android
14145,UT,7.0,ios
14146,UT,16.0,android
14147,UT,6.0,ios
14184,UT,,
14211,UT,35.0,android
14212,UT,28.0,ios
14213,UT,45.0,android
14214,UT,43.0,ios
14215,UT,44.0,android
14216,UT,31.0,ios
14343,UT,0.0,android
14344,UT,9.0,ios
14345,UT,0.0,android
14346,UT,0.0,ios
14347,UT,4.0,android
14348,UT,0.0,ios
14404,UT,46.0,android
14405,UT,12.0,ios
14406,UT,36.0,android
14407,UT,12.0,ios
14408,UT,38.0,android
14409,UT,15.0,ios
14506,GA,9.0,android
14507,GA,19.0,ios
14508,GA,11.0,android
14509,GA,18.0,ios
14510,GA,5.0,android
14511,GA,19.0,ios
14524,GA,30.0,android
14525,GA,21.0,ios
14526,GA,20.0,android
14527,GA,12.0,ios
14528,GA,12.0,android
14529,GA,14.0,ios
14605,UT,17.0,android
14606,UT,11.0,ios
14607,UT,20.0,android
14608,UT,8.0,ios
14609,UT,21.0,android
14610,UT,19.0,ios
14635,UT,29.0,android
14636,UT,22.0,ios
14637,UT,24.0,android
14638,UT,21.0,ios
14639,UT,21.0,android
14640,UT,19.0,ios
14750,UT,24.0,android
14751,UT,42.0,ios
14752,UT,10.0,android
14753,UT,32.0,ios
14754,UT,13.0,android
14755,UT,26.0,ios
14809,UT,4.0,android
14810,UT,0.0,ios
14811,UT,0.0,android
14812,UT,0.0,ios
14972,UT,44.0,android
14973,UT,25.0,ios
14974,UT,41.0,android
14975,UT,34.0,ios
14976,UT,44.0,android
14977,UT,35.0,ios
15038,UT,73.0,android
15039,UT,39.0,ios
15040,UT,57.0,android
15041,UT,47.0,ios
15042,UT,60.0,android
15043,UT,52.0,ios
15225,UT,43.0,android
15226,UT,18.0,ios
15227,UT,62.0,android
15228,UT,36.0,ios
15229,UT,59.0,android
15230,UT,32.0,ios
15321,UT,9.0,android
15322,UT,16.0,ios
15323,UT,8.0,android
15324,UT,10.0,ios
15325,UT,15.0,android
15326,UT,21.0,ios
15388,UT,24.0,android
15389,UT,11.0,ios
15390,UT,21.0,android
15391,UT,11.0,ios
15392,UT,30.0,android
15393,UT,17.0,ios
15418,UT,22.0,android
15419,UT,10.0,ios
15420,UT,23.0,android
15421,UT,9.0,ios
15422,UT,21.0,android
15423,UT,6.0,ios
15599,UT,7.0,android
15600,UT,12.0,ios
15601,UT,19.0,android
15602,UT,6.0,ios
15603,UT,16.0,android
15604,UT,4.0,ios
15809,GA,40.0,android
15810,GA,36.0,ios
15811,GA,35.0,android
15812,GA,30.0,ios
15813,GA,37.0,android
15814,GA,49.0,ios
15843,UT,25.0,android
15844,UT,17.0,ios
15845,UT,29.0,android
15846,UT,11.0,ios
15847,UT,17.0,android
15848,UT,14.0,ios
15857,UT,24.0,android
15858,UT,10.0,ios
15859,UT,12.0,android
15860,UT,6.0,ios
15861,UT,9.0,android
15862,UT,6.0,ios
15893,UT,20.0,android
15894,UT,12.0,ios
15895,UT,16.0,android
15896,UT,10.0,ios
15897,UT,18.0,android
15898,UT,20.0,ios
15922,UT,34.0,android
15923,UT,35.0,ios
15924,UT,38.0,android
15925,UT,35.0,ios
15926,UT,16.0,android
15927,UT,16.0,ios
15958,UT,25.0,android
15959,UT,23.0,ios
15960,UT,15.0,android
15961,UT,20.0,ios
15962,UT,17.0,android
15963,UT,21.0,ios
16002,UT,16.0,android
16003,UT,16.0,ios
16004,UT,25.0,android
16005,UT,22.0,ios
16006,UT,19.0,android
16007,UT,23.0,ios
16021,UT,,
16041,UT,44.0,android
16042,UT,39.0,ios
16043,UT,20.0,android
16044,UT,42.0,ios
16045,UT,26.0,android
16046,UT,20.0,ios
16175,UT,4.0,android
16176,UT,4.0,ios
16177,UT,4.0,android
16178,UT,4.0,ios
16179,UT,0.0,android
16180,UT,0.0,ios
16181,UT,5.0,android
16182,UT,38.0,ios
16183,UT,7.0,android
16184,UT,32.0,ios
16185,UT,15.0,android
16186,UT,27.0,ios
16276,UT,47.0,android
16277,UT,28.0,ios
16278,UT,51.0,android
16279,UT,41.0,ios
16280,UT,47.0,android
16281,UT,44.0,ios
16324,UT,14.0,android
16325,UT,4.0,ios
16326,UT,10.0,android
16327,UT,4.0,ios
16328,UT,4.0,android
16329,UT,4.0,ios
16336,GA,10.0,android
16337,GA,11.0,ios
16338,GA,0.0,android
16339,GA,13.0,ios
16340,GA,5.0,android
16341,GA,8.0,ios
16391,UT,31.0,android
16392,UT,29.0,ios
16393,UT,35.0,android
16394,UT,21.0,ios
16395,UT,14.0,android
16396,UT,12.0,ios
16425,UT,0.0,android
16426,UT,0.0,ios
16427,UT,0.0,android
16428,UT,0.0,ios
16429,UT,0.0,android
16430,UT,0.0,ios
16615,UT,24.0,android
16616,UT,25.0,ios
16617,UT,22.0,android
16618,UT,29.0,ios
16619,UT,42.0,android
16620,UT,38.0,ios
16738,UT,5.0,android
16739,UT,6.0,ios
16740,UT,7.0,android
16741,UT,4.0,ios
16742,UT,0.0,android
16743,UT,4.0,ios
16756,UT,33.0,android
16757,UT,24.0,ios
16758,UT,8.0,android
16759,UT,30.0,ios
16760,UT,18.0,android
16761,UT,25.0,ios
16769,UT,27.0,android
16770,UT,23.0,ios
16771,UT,22.0,android
16772,UT,25.0,ios
16773,UT,16.0,android
16774,UT,9.0,ios
16787,UT,14.0,android
16788,UT,18.0,ios
16789,UT,19.0,android
16790,UT,12.0,ios
16791,UT,16.0,android
16792,UT,30.0,ios
16873,UT,22.0,android
16874,UT,9.0,ios
16875,UT,23.0,android
16876,UT,20.0,ios
16877,UT,29.0,android
16878,UT,18.0,ios
16879,GA,9.0,android
16880,GA,21.0,ios
16881,GA,10.0,android
16882,GA,19.0,ios
16883,GA,4.0,android
16884,GA,14.0,ios
17001,UT,30.0,android
17002,UT,18.0,ios
17003,UT,26.0,android
17004,UT,19.0,ios
17005,UT,20.0,android
17006,UT,22.0,ios
17039,UT,20.0,android
17040,UT,13.0,ios
17041,UT,17.0,android
17042,UT,14.0,ios
17043,UT,12.0,android
17044,UT,10.0,ios
17093,UT,31.0,android
17094,UT,42.0,ios
17095,UT,16.0,android
17096,UT,15.0,ios
17097,UT,28.0,android
17098,UT,23.0,ios
17117,UT,10.0,android
17118,UT,0.0,ios
17119,UT,7.0,android
17120,UT,4.0,ios
17121,UT,17.0,android
17122,UT,4.0,ios
17237,UT,31.0,android
17238,UT,17.0,ios
17239,UT,23.0,android
17240,UT,17.0,ios
17241,UT,31.0,android
17242,UT,26.0,ios
17329,UT,26.0,android
17330,UT,35.0,ios
17331,UT,37.0,android
17332,UT,30.0,ios
17333,UT,22.0,android
17334,UT,40.0,ios
17475,UT,27.0,android
17476,UT,15.0,ios
17477,UT,17.0,android
17478,UT,21.0,ios
17479,UT,15.0,android
17480,UT,21.0,ios
17672,GA,16.0,android
17673,GA,14.0,ios
17674,GA,15.0,android
17675,GA,21.0,ios
17676,GA,18.0,android
17677,GA,24.0,ios
17702,UT,51.0,android
17703,UT,28.0,ios
17704,UT,44.0,android
17705,UT,28.0,ios
17706,UT,45.0,android
17707,UT,18.0,ios
17818,UT,0.0,android
17819,UT,0.0,ios
17820,UT,15.0,android
17821,UT,15.0,ios
17822,UT,15.0,android
17823,UT,7.0,ios
17824,UT,10.0,android
17825,UT,9.0,ios
18060,UT,0.0,android
18061,UT,0.0,ios
18062,UT,4.0,android
18063,UT,0.0,ios
18064,UT,0.0,android
18065,UT,0.0,ios
18120,UT,15.0,android
18121,UT,13.0,ios
18122,UT,12.0,android
18123,UT,18.0,ios
18124,UT,21.0,android
18125,UT,26.0,ios
18199,UT,24.0,android
18200,UT,24.0,ios
18201,UT,44.0,android
18202,UT,20.0,ios
18203,UT,41.0,android
18204,UT,18.0,ios
18223,UT,25.0,android
18224,UT,10.0,ios
18225,UT,22.0,android
18226,UT,14.0,ios
18227,UT,19.0,android
18228,UT,11.0,ios
18289,UT,11.0,android
18290,UT,5.0,ios
18291,UT,7.0,android
18292,UT,4.0,ios
18293,UT,13.0,android
18294,UT,4.0,ios
18307,GA,11.0,android
18308,GA,13.0,ios
18309,GA,6.0,android
18310,GA,15.0,ios
18311,GA,4.0,android
18312,GA,10.0,ios
18343,UT,4.0,android
18344,UT,4.0,ios
18345,UT,8.0,android
18346,UT,10.0,ios
18347,UT,0.0,android
18348,UT,4.0,ios
18360,UT,11.0,android
18361,UT,10.0,ios
18362,UT,21.0,android
18363,UT,17.0,ios
18364,UT,7.0,android
18365,UT,9.0,ios
18384,UT,,
18398,UT,4.0,android
18399,UT,9.0,ios
18400,UT,0.0,android
18401,UT,7.0,ios
18402,UT,4.0,android
18403,UT,8.0,ios
18525,UT,54.0,android
18526,UT,27.0,ios
18527,UT,45.0,android
18528,UT,26.0,ios
18529,UT,45.0,android
18530,UT,25.0,ios
18579,UT,6.0,android
18580,UT,5.0,ios
18581,UT,19.0,android
18582,UT,7.0,ios
18583,UT,15.0,android
18584,UT,9.0,ios
18621,UT,0.0,android
18622,UT,0.0,ios
18623,UT,0.0,android
18624,UT,0.0,ios
18761,UT,23.0,android
18762,UT,32.0,ios
18763,UT,22.0,android
18764,UT,42.0,ios
18765,UT,20.0,android
18766,UT,41.0,ios
18807,UT,20.0,android
18808,UT,16.0,ios
18809,UT,21.0,android
18810,UT,22.0,ios
18811,UT,25.0,android
18812,UT,15.0,ios
18813,UT,36.0,android
18814,UT,15.0,ios
18815,UT,35.0,android
18816,UT,23.0,ios
18817,UT,26.0,android
18818,UT,25.0,ios
18974,UT,22.0,android
18975,UT,35.0,ios
18976,UT,27.0,android
18977,UT,37.0,ios
18978,UT,22.0,android
18979,UT,22.0,ios
18992,UT,13.0,android
18993,UT,23.0,ios
18994,UT,23.0,android
18995,UT,29.0,ios
18996,UT,14.0,android
18997,UT,24.0,ios
19051,UT,36.0,android
19052,UT,27.0,ios
19053,UT,30.0,android
19054,UT,27.0,ios
19055,UT,27.0,android
19056,UT,18.0,ios
19057,GA,23.0,android
19058,GA,19.0,ios
19059,GA,29.0,android
19060,GA,27.0,ios
19061,GA,23.0,android
19062,GA,28.0,ios
19170,UT,9.0,android
19171,UT,13.0,ios
19172,UT,7.0,android
19173,UT,4.0,ios
19174,UT,7.0,android
19175,UT,7.0,ios
19230,UT,132.0,android
19231,UT,76.0,ios
19232,UT,60.0,android
19233,UT,77.0,ios
19234,UT,45.0,android
19235,UT,51.0,ios
19236,UT,21.0,android
19237,UT,6.0,ios
19238,UT,21.0,android
19239,UT,25.0,ios
19240,UT,26.0,android
19241,UT,26.0,ios
19285,UT,10.0,android
19286,UT,15.0,ios
19287,UT,8.0,android
19288,UT,10.0,ios
19289,UT,0.0,android
19290,UT,16.0,ios
19446,UT,32.0,android
19447,UT,24.0,ios
19448,UT,31.0,android
19449,UT,34.0,ios
19450,UT,36.0,android
19451,UT,33.0,ios
19476,UT,0.0,android
19477,UT,0.0,ios
19478,UT,0.0,android
19479,UT,0.0,ios
19480,UT,4.0,android
19481,UT,0.0,ios
19501,UT,23.0,android
19502,UT,17.0,ios
19503,UT,35.0,android
19504,UT,17.0,ios
19505,UT,34.0,android
19506,UT,25.0,ios
19507,UT,14.0,android
19508,UT,9.0,ios
19509,UT,16.0,android
19510,UT,8.0,ios
19511,UT,5.0,android
19512,UT,10.0,ios
19543,UT,12.0,android
19544,UT,6.0,ios
19545,UT,5.0,android
19546,UT,0.0,ios
19547,UT,5.0,android
19548,UT,7.0,ios
19549,UT,19.0,android
19550,UT,21.0,ios
19551,UT,23.0,android
19552,UT,20.0,ios
19553,UT,27.0,android
19554,UT,14.0,ios
19684,UT,7.0,android
19685,UT,17.0,ios
19686,UT,7.0,android
19687,UT,9.0,ios
19688,UT,4.0,android
19689,UT,9.0,ios
19805,UT,4.0,android
19806,UT,13.0,ios
19807,UT,4.0,android
19808,UT,14.0,ios
19809,UT,6.0,android
19810,UT,7.0,ios
19823,UT,12.0,android
19824,UT,8.0,ios
19825,UT,18.0,android
19826,UT,6.0,ios
19827,UT,16.0,android
19828,UT,0.0,ios
19969,UT,50.0,android
19970,UT,35.0,ios
19971,UT,76.0,android
19972,UT,32.0,ios
19973,UT,35.0,android
19974,UT,44.0,ios
20085,UT,30.0,android
20086,UT,25.0,ios
20087,UT,29.0,android
20088,UT,22.0,ios
20089,UT,36.0,android
20090,UT,17.0,ios
20112,UT,32.0,android
20113,UT,19.0,ios
20114,UT,23.0,android
20115,UT,26.0,ios
20116,UT,32.0,android
20117,UT,20.0,ios
20124,UT,8.0,android
20125,UT,17.0,ios
20126,UT,9.0,android
20127,UT,13.0,ios
20128,UT,19.0,android
20129,UT,11.0,ios
20356,UT,39.0,android
20357,UT,39.0,ios
20358,UT,50.0,android
20359,UT,47.0,ios
20360,UT,47.0,android
20361,UT,40.0,ios
20391,UT,,
20402,UT,62.0,android
20403,UT,45.0,ios
20404,UT,55.0,android
20405,UT,52.0,ios
20406,UT,52.0,android
20407,UT,50.0,ios
20440,UT,9.0,android
20441,UT,25.0,ios
20442,UT,7.0,android
20443,UT,27.0,ios
20444,UT,13.0,android
20445,UT,29.0,ios
20464,UT,0.0,android
20465,UT,4.0,ios
20466,UT,7.0,android
20467,UT,4.0,ios
20468,UT,4.0,android
20469,UT,4.0,ios
20470,UT,21.0,android
20471,UT,21.0,ios
20472,UT,21.0,android
20473,UT,18.0,ios
20474,UT,15.0,android
20475,UT,25.0,ios
20506,UT,34.0,android
20507,UT,25.0,ios
20508,UT,56.0,android
20509,UT,30.0,ios
20510,UT,49.0,android
20511,UT,38.0,ios
20617,UT,,
20636,GA,20.0,android
20637,GA,5.0,ios
20638,GA,26.0,android
20639,GA,4.0,ios
20640,GA,4.0,android
20641,GA,4.0,ios
20684,GA,22.0,android
20685,GA,15.0,ios
20686,GA,17.0,android
20687,GA,21.0,ios
20688,GA,22.0,android
20689,GA,26.0,ios
20820,UT,51.0,android
20821,UT,21.0,ios
20822,UT,58.0,android
20823,UT,23.0,ios
20824,UT,33.0,android
20825,UT,22.0,ios
20955,GA,12.0,android
20956,GA,12.0,ios
20957,GA,17.0,android
20958,GA,7.0,ios
20959,GA,8.0,android
20960,GA,15.0,ios
20973,UT,34.0,android
20974,UT,55.0,ios
20975,UT,29.0,android
20976,UT,70.0,ios
20977,UT,33.0,android
20978,UT,52.0,ios
20985,UT,17.0,android
20986,UT,22.0,ios
20987,UT,17.0,android
20988,UT,26.0,ios
20989,UT,17.0,android
20990,UT,23.0,ios
20997,UT,32.0,android
20998,UT,28.0,ios
20999,UT,28.0,android
21000,UT,23.0,ios
21001,UT,37.0,android
21002,UT,20.0,ios
21057,UT,26.0,android
21058,UT,24.0,ios
21059,UT,27.0,android
21060,UT,23.0,ios
21061,UT,33.0,android
21062,UT,34.0,ios
21113,UT,48.0,android
21114,UT,25.0,ios
21115,UT,58.0,android
21116,UT,31.0,ios
21117,UT,49.0,android
21118,UT,36.0,ios
21254,UT,67.0,android
21255,UT,45.0,ios
21256,UT,63.0,android
21257,UT,50.0,ios
21258,UT,53.0,android
21259,UT,40.0,ios
21290,UT,9.0,android
21291,UT,7.0,ios
21292,UT,23.0,android
21293,UT,0.0,ios
21294,UT,12.0,android
21295,UT,7.0,ios
21303,UT,10.0,android
21304,UT,27.0,ios
21305,UT,13.0,android
21306,UT,19.0,ios
21307,UT,15.0,android
21308,UT,14.0,ios
21389,UT,4.0,android
21390,UT,19.0,ios
21391,UT,8.0,android
21392,UT,19.0,ios
21393,UT,10.0,android
21394,UT,16.0,ios
21407,UT,34.0,android
21408,UT,34.0,ios
21409,UT,26.0,android
21410,UT,23.0,ios
21411,UT,26.0,android
21412,UT,35.0,ios
21419,UT,27.0,android
21420,UT,17.0,ios
21421,UT,36.0,android
21422,UT,22.0,ios
21423,UT,26.0,android
21424,UT,25.0,ios
21465,UT,27.0,android
21466,UT,22.0,ios
21467,UT,26.0,android
21468,UT,24.0,ios
21469,UT,19.0,android
21470,UT,18.0,ios
21520,UT,0.0,android
21521,UT,4.0,ios
21568,GA,6.0,android
21569,GA,4.0,ios
21570,GA,4.0,android
21571,GA,0.0,ios
21572,GA,5.0,android
21573,GA,6.0,ios
21652,UT,46.0,android
21653,UT,30.0,ios
21654,UT,36.0,android
21655,UT,26.0,ios
21656,UT,60.0,android
21657,UT,33.0,ios
21679,UT,34.0,android
21680,UT,51.0,ios
21681,UT,29.0,android
21682,UT,38.0,ios
21683,UT,30.0,android
21684,UT,47.0,ios
21769,UT,25.0,android
21770,UT,0.0,ios
21771,UT,12.0,android
21772,UT,13.0,ios
21773,UT,34.0,android
21774,UT,19.0,ios
21785,UT,0.0,android
21786,UT,0.0,ios
21787,UT,0.0,android
21788,UT,4.0,ios
21789,UT,4.0,android
21790,UT,5.0,ios
21831,UT,85.0,android
21832,UT,48.0,ios
21833,UT,103.0,android
21834,UT,49.0,ios
21835,UT,87.0,android
21836,UT,45.0,ios
21893,UT,14.0,android
21894,UT,27.0,ios
21895,UT,22.0,android
21896,UT,23.0,ios
21897,UT,14.0,android
21898,UT,28.0,ios
21962,UT,47.0,android
21963,UT,24.0,ios
21964,UT,66.0,android
21965,UT,25.0,ios
21966,UT,69.0,android
21967,UT,35.0,ios
21997,UT,58.0,android
21998,UT,48.0,ios
21999,UT,61.0,android
22000,UT,43.0,ios
22001,UT,67.0,android
22002,UT,47.0,ios
22039,UT,49.0,android
22040,UT,26.0,ios
22041,UT,35.0,android
22042,UT,38.0,ios
22043,UT,62.0,android
22044,UT,37.0,ios
22101,UT,7.0,android
22102,UT,14.0,ios
22103,UT,10.0,android
22104,UT,13.0,ios
22105,UT,5.0,android
22106,UT,13.0,ios
22156,UT,47.0,android
22157,UT,45.0,ios
22158,UT,47.0,android
22159,UT,40.0,ios
22160,UT,36.0,android
22161,UT,38.0,ios
22297,UT,25.0,android
22298,UT,13.0,ios
22299,UT,29.0,android
22300,UT,18.0,ios
22301,UT,20.0,android
22302,UT,14.0,ios
22305,UT,18.0,android
22306,UT,28.0,ios
22307,UT,14.0,android
22308,UT,37.0,ios
22309,UT,12.0,android
22310,UT,26.0,ios
22424,UT,55.0,android
22425,UT,47.0,ios
22426,UT,34.0,android
22427,UT,19.0,ios
22428,UT,25.0,android
22429,UT,29.0,ios
22717,UT,27.0,android
22718,UT,21.0,ios
22719,UT,13.0,android
22720,UT,10.0,ios
22721,UT,19.0,android
22722,UT,31.0,ios
22729,UT,12.0,android
22730,UT,11.0,ios
22731,UT,9.0,android
22732,UT,4.0,ios
22733,UT,11.0,android
22734,UT,12.0,ios
22854,UT,59.0,android
22855,UT,45.0,ios
22856,UT,47.0,android
22857,UT,55.0,ios
22858,UT,52.0,android
22859,UT,57.0,ios
22866,UT,0.0,android
22867,UT,4.0,ios
22868,UT,0.0,android
22869,UT,4.0,ios
23020,UT,40.0,android
23021,UT,17.0,ios
23022,UT,35.0,android
23023,UT,26.0,ios
23024,UT,28.0,android
23025,UT,20.0,ios
23213,UT,29.0,android
23214,UT,24.0,ios
23215,UT,19.0,android
23216,UT,20.0,ios
23217,UT,13.0,android
23218,UT,28.0,ios
23573,UT,24.0,android
23574,UT,21.0,ios
23575,UT,25.0,android
23576,UT,25.0,ios
23577,UT,23.0,android
23578,UT,21.0,ios
23579,UT,5.0,android
23580,UT,6.0,ios
23581,UT,10.0,android
23582,UT,4.0,ios
23583,UT,0.0,android
23584,UT,5.0,ios
23585,UT,24.0,android
23586,UT,29.0,ios
23587,UT,29.0,android
23588,UT,24.0,ios
23589,UT,22.0,android
23590,UT,30.0,ios
23677,UT,39.0,android
23678,UT,26.0,ios
23679,UT,31.0,android
23680,UT,22.0,ios
23681,UT,39.0,android
23682,UT,22.0,ios
23914,UT,0.0,android
23915,UT,4.0,ios
23916,UT,0.0,android
23917,UT,0.0,ios
23930,UT,128.0,android
23931,UT,117.0,ios
23932,UT,235.0,android
23933,UT,186.0,ios
23934,UT,212.0,android
23935,UT,280.0,ios
24107,UT,21.0,android
24108,UT,30.0,ios
24109,UT,30.0,android
24110,UT,46.0,ios
24111,UT,56.0,android
24112,UT,43.0,ios
24115,UT,7.0,android
24116,UT,8.0,ios
24117,UT,4.0,android
24118,UT,4.0,ios
24119,UT,4.0,android
24120,UT,8.0,ios
24121,UT,36.0,android
24122,UT,20.0,ios
24123,UT,28.0,android
24124,UT,24.0,ios
24125,UT,31.0,android
24126,UT,18.0,ios
24133,UT,24.0,android
24134,UT,15.0,ios
24135,UT,32.0,android
24136,UT,15.0,ios
24137,UT,26.0,android
24138,UT,19.0,ios
24163,UT,101.0,android
24164,UT,52.0,ios
24165,UT,93.0,android
24166,UT,34.0,ios
24167,UT,75.0,android
24168,UT,40.0,ios
24287,UT,19.0,android
24288,UT,39.0,ios
24289,UT,28.0,android
24290,UT,29.0,ios
24291,UT,20.0,android
24292,UT,38.0,ios
24330,GA,15.0,android
24331,GA,14.0,ios
24332,GA,10.0,android
24333,GA,19.0,ios
24334,GA,7.0,android
24335,GA,12.0,ios
24467,GA,6.0,android
24468,GA,0.0,ios
24469,GA,8.0,android
24470,GA,0.0,ios
24471,GA,5.0,android
24472,GA,4.0,ios
24479,UT,5.0,android
24480,UT,4.0,ios
24481,UT,4.0,android
24482,UT,4.0,ios
24483,UT,4.0,android
24484,UT,0.0,ios
24485,UT,28.0,android
24486,UT,39.0,ios
24487,UT,32.0,android
24488,UT,45.0,ios
24489,UT,33.0,android
24490,UT,54.0,ios
24515,UT,7.0,android
24516,UT,8.0,ios
24517,UT,9.0,android
24518,UT,8.0,ios
24519,UT,4.0,android
24520,UT,9.0,ios
24605,UT,37.0,android
24606,UT,14.0,ios
24607,UT,29.0,android
24608,UT,14.0,ios
24609,UT,49.0,android
24610,UT,22.0,ios
24639,UT,9.0,android
24640,UT,0.0,ios
24641,UT,11.0,android
24642,UT,4.0,ios
24643,UT,4.0,android
24644,UT,4.0,ios
24682,GA,28.0,android
24683,GA,15.0,ios
24684,GA,17.0,android
24685,GA,17.0,ios
24686,GA,21.0,android
24687,GA,18.0,ios
24745,UT,5.0,android
24746,UT,0.0,ios
24747,UT,5.0,android
24748,UT,0.0,ios
24749,UT,4.0,android
24750,UT,0.0,ios
24963,GA,12.0,android
24964,GA,10.0,ios
24965,GA,7.0,android
24966,GA,16.0,ios
24967,GA,8.0,android
24968,GA,7.0,ios
24975,UT,23.0,android
24976,UT,17.0,ios
24977,UT,26.0,android
24978,UT,24.0,ios
24979,UT,34.0,android
24980,UT,24.0,ios
25031,UT,41.0,android
25032,UT,17.0,ios
25033,UT,40.0,android
25034,UT,17.0,ios
25035,UT,23.0,android
25036,UT,22.0,ios
25049,UT,17.0,android
25050,UT,13.0,ios
25051,UT,12.0,android
25052,UT,13.0,ios
25053,UT,4.0,android
25054,UT,0.0,ios
25055,UT,43.0,android
25056,UT,39.0,ios
25057,UT,37.0,android
25058,UT,42.0,ios
25059,UT,33.0,android
25060,UT,46.0,ios
25088,UT,,
25297,UT,22.0,android
25298,UT,23.0,ios
25299,UT,24.0,android
25300,UT,30.0,ios
25301,UT,5.0,android
25302,UT,4.0,ios
25346,UT,52.0,android
